IMMUNE SYSTEM / INHIBITOR	2	5VB9-C-A, 5VB9-D-B
IMMUNE SYSTEM, MEMBRANE PROTEIN	2	1G1S-D-A, 1G1S-C-B
IMMUNE SYSTEM, STRUCTURAL PROTEIN	4	2FSE-E-A, 2FSE-E-B, 2FSE-F-C, 2FSE-F-D
IMMUNE SYSTEM,ANTITOXIN/TOXIN	3	8DA0-F-A, 8DA0-F-C, 8DA0-F-D
IMMUNE SYSTEM/ANTIGEN	16	4NO2-C-A, 4NO0-C-A, 4NNY-C-A, 4NO3-C-A, 4NO5-C-A, 4NNX-C-A, 7LKG-C-A, 7LKG-C-B, 7LKG-F-D, 7LKG-F-E, 7LKB-A-H, 7LKB-A-L, 7LKB-D-B, 7LKB-D-C, 9BX7-P-H, 9BX7-P-L
IMMUNE SYSTEM/Antimicrobial Protein	2	3H0T-C-A, 3H0T-C-B
IMMUNE SYSTEM/Apoptosis	8	4RAV-E-B, 4RAV-F-B, 4RAV-E-A, 4RAV-F-A, 4RAV-E-D, 4RAV-F-D, 4RAV-E-C, 4RAV-F-C
IMMUNE SYSTEM/CELL CYCLE	2	2D31-C-A, 2D31-F-D
IMMUNE SYSTEM/DE NOVO PROTEIN	5	9JU1-C-A, 9KKU-C-A, 9KKU-D-A, 9KKU-C-B, 9KKU-D-B
IMMUNE SYSTEM/EPITOPE	4	8GQW-C-A, 8GQW-F-D, 8GQV-C-A, 8GQV-F-D
IMMUNE SYSTEM/GENE REGULATION	2	2AXF-C-A, 2AXG-C-A
IMMUNE SYSTEM/HORMONE	2	3FFD-P-A, 3FFD-P-B
IMMUNE SYSTEM/HYDROLASE	1	5E8E-L-H
IMMUNE SYSTEM/INHIBITOR	56	3M1B-I-A, 3M1B-I-B, 3M1B-J-C, 3M1B-J-D, 3M17-I-A, 3M17-I-B, 3M17-K-B, 3M17-J-C, 3M17-J-D, 3M17-K-E, 3M17-L-E, 3M17-K-F, 3M17-K-G, 3M17-L-G, 3M17-L-H, 3QG6-D-A, 3QG6-D-B, 3QG6-C-H, 3QG6-C-L, 4EEF-G-A, 4EEF-G-B, 4EEF-H-C, 4EEF-H-D, 4EEF-I-E, 4EEF-I-F, 5HI3-I-A, 5HI3-I-B, 5HI4-I-A, 5HI4-I-B, 5HHX-B-A, 5HHX-I-A, 5HI5-I-A, 5HI5-I-B, 5HHV-B-A, 5HHV-I-A, 5BJT-P-A, 5BJT-R-A, 5BJT-S-A, 5BJT-U-A, 5BJT-Q-C, 5BJT-T-C, 5BJT-P-E, 5BJT-R-E, 5BJT-S-E, 5BJT-U-E, 5BJT-V-E, 5BJT-T-G, 6DN8-B-A, 6DN8-F-A, 6DN8-D-C, 6DN8-F-E, 6DN5-B-A, 6DN7-B-A, 6DN7-D-C, 6DN6-B-A, 7E3M-B-A
IMMUNE SYSTEM/Ligase	1	1XR9-C-A
IMMUNE SYSTEM/PEPTIDE	28	1QLF-C-A, 1HI6-C-A, 1HI6-C-B, 1UXW-C-A, 1HH9-C-A, 1HH9-C-B, 1UXS-C-A, 2CIK-C-A, 2CII-C-A, 2BST-C-A, 2BSS-C-A, 2BSR-C-A, 2XXM-T-A, 4PG9-C-A, 4PGD-C-A, 4PGB-C-A, 4PGB-F-D, 4MJ5-C-A, 4PGC-C-A, 4PGC-F-D, 4MJ6-C-A, 4PGE-C-A, 5AUM-C-H, 5AUM-D-H, 5AUM-C-A, 5AUM-D-A, 5AUM-D-B, 5AUM-C-L
IMMUNE SYSTEM/PEPTIDE BINDING PROTEIN	6	3L6F-C-A, 3L6F-C-B, 8T59-E-A, 8T59-E-B, 8T59-F-C, 8T59-F-D
IMMUNE SYSTEM/PEPTIDE INHIBITOR	6	1D6E-D-A, 1D6E-D-B, 1D5M-D-A, 1D5M-D-B, 1D5Z-D-A, 1D5Z-D-B
IMMUNE SYSTEM/PROTEIN BINDING/TOXIN	3	1PYW-C-A, 1PYW-C-B, 1PYW-C-D
IMMUNE SYSTEM/RECEPTOR	9	1OGA-C-A, 1OGA-C-D, 1OGA-C-E, 2BNQ-C-A, 2BNQ-C-D, 2BNQ-C-E, 2BNR-C-A, 2BNR-C-D, 2BNR-C-E
IMMUNE SYSTEM/SIGNALING PROTEIN	6	1FFO-C-A, 1FFO-F-D, 1FFP-C-A, 1FFP-F-D, 1FFN-C-A, 1FFN-F-D
IMMUNE SYSTEM/STRUCTURAL PROTEIN	2	5CJB-B-A, 5CJB-C-A
IMMUNE SYSTEM/TOXIN	18	1KLG-C-A, 1KLG-C-B, 1KLG-C-D, 1KLU-C-A, 1KLU-C-B, 1KLU-C-D, 1HXY-C-A, 1HXY-C-B, 1HXY-C-D, 4C56-F-A, 4C56-F-D, 4C56-F-E, 4C56-L-E, 4C56-L-G, 4C56-L-H, 4C56-L-J, 4C56-F-K, 4C56-L-K
IMMUNE SYSTEM/TRANSCRIPTION	2	4E5X-C-A, 4E5X-F-D
IMMUNE SYSTEM/TRANSFERASE	4	1H15-C-A, 1H15-C-B, 1H15-F-D, 1H15-F-E
IMMUNE SYSTEM/Toxin	3	1LO5-C-A, 1LO5-C-B, 1LO5-C-D
IMMUNE SYSTEM/VIRAL PROTEIN	118	2FWO-P-A, 2Y6S-P-C, 2Y6S-P-D, 2Y6S-Q-H, 2Y6S-Q-L, 2YPL-C-A, 2YPL-C-D, 2YPL-C-E, 3O45-P-L, 3O45-P-H, 3O45-P-A, 3O45-C-A, 3O45-C-B, 3O41-P-L, 3O41-P-H, 3O41-C-H, 3O41-P-A, 3O41-C-A, 3O41-C-B, 4Q0X-E-H, 4Q0X-E-L, 4JO3-P-L, 4JO3-P-H, 4JO3-Q-M, 4JO3-Q-I, 4JO1-P-L, 4JO1-P-H, 4JO1-Q-M, 4JO1-Q-I, 4DGY-A-H, 4DGY-A-L, 4DGV-A-H, 4DGV-A-L, 4JO8-B-A, 4JO2-P-L, 4JO2-P-H, 4JO2-Q-M, 4JO2-Q-I, 4HKJ-C-A, 4HKJ-G-E, 4HKJ-K-I, 4HKJ-O-M, 5U3J-A-H, 5U3N-A-H, 5U3M-A-H, 5U3K-P-H, 5U3K-C-H, 5U3K-C-A, 5U3L-P-H, 5U3L-C-H, 5U3L-C-A, 5U3O-A-H, 6UBI-C-A, 6UBI-C-B, 6UBI-F-D, 6UBI-F-E, 6X7W-D-A, 6X7W-G-H, 6X7W-G-L, 6X7W-D-C, 6UCE-C-L, 6UCE-C-H, 6WWC-C-A, 6WWC-C-B, 6WWC-F-D, 6WWC-F-H, 6UCF-A-L, 6UCF-A-H, 6X78-I-A, 6X78-I-B, 6X78-G-H, 6X78-G-L, 6UOE-P-H, 6UOE-P-L, 6WX2-C-A, 6WX2-C-B, 6WX2-F-H, 6WX2-F-L, 6VBO-C-L, 6VBO-C-H, 7LG3-C-A, 7N6E-C-A, 7N6E-F-D, 7N6E-F-G, 7N6E-C-I, 7N6E-F-H, 7N6E-C-J, 7LG0-C-A, 7LFZ-C-A, 7MKB-C-A, 7N6D-C-A, 7N6D-K-A, 7N6D-G-E, 7N6D-O-E, 7N6D-C-I, 7N6D-K-I, 7N6D-G-M, 7N6D-O-M, 7SSC-P-H, 7SSC-P-L, 7X9E-E-A, 7X9E-E-B, 7X9E-F-C, 7X9E-F-D, 7LG2-C-A, 7S07-C-A, 8FAX-L-A, 8FAX-L-B, 8FBW-E-C, 8FBW-E-D, 8FBW-F-A, 8FBW-F-B, 8GON-C-A, 8GON-C-D, 8GON-C-E, 8GOM-C-A, 8GOM-C-D, 8GOM-C-E
IMMUNE SYSTEM/Viral Protein	28	6VBQ-P-H, 6VBQ-I-H, 6VBQ-P-L, 6VBQ-I-B, 6VBQ-J-F, 6VBQ-K-D, 6VBQ-I-A, 6VBQ-K-A, 6VBQ-J-E, 6VBQ-I-C, 6VBQ-K-C, 6VBP-G-L, 6VBP-G-H, 6VBP-F-B, 6VBP-F-A, 6VBP-E-D, 6VBP-E-C, 6VBP-K-I, 6VBP-K-J, 7TOW-E-H, 7TOW-E-L, 7TOW-D-A, 7TOW-D-B, 9BLX-I-H, 9BLX-G-H, 9BLX-G-L, 9BLX-I-A, 9BLX-I-B
IMMUNE SYSTEM/Viral protein	6	9BP1-I-A, 9BP1-E-A, 9BP1-I-B, 9BP1-I-H, 9BP1-E-H, 9BP1-E-D
IMMUNOGLOBULIN	24	1FC2-C-D, 1MCH-P-A, 1MCH-P-B, 1HIN-P-L, 1HIN-P-H, 1TET-P-L, 1TET-P-H, 1HIM-P-H, 1HIM-P-L, 1HIM-R-J, 1HIM-R-M, 1GGI-P-L, 1GGI-Q-L, 1GGI-P-H, 1GGI-Q-M, 1GGI-Q-J, 1IFH-P-L, 1IFH-P-H, 2F5B-P-L, 2F5B-P-H, 2IGF-P-L, 2IGF-P-H, 2CK0-P-L, 2CK0-P-H
IMMUNOSUPPRESSANT	8	6RQJ-D-A, 6RQJ-D-B, 6BJ5-F-B, 6BJ5-H-B, 6BJ5-G-A, 6BJ5-F-C, 6BJ5-G-C, 6BJ5-H-C
INHIBITOR	4	4RXZ-C-A, 4RXZ-D-A, 4RXZ-C-B, 4RXZ-D-B
INHIBITOR/APOPTOSIS	4	1TW6-C-A, 1TW6-D-B, 2I3H-C-A, 2I3H-D-B
INHIBITOR/OXIDOREDUCTASE	4	1F96-C-A, 1F96-D-A, 1F96-C-B, 1F96-D-B
INSULIN	1	1H59-B-A
INTEGRIN	3	1DZI-B-A, 1DZI-C-A, 1DZI-D-A
ISOMERASE	97	1MZW-B-A, 1VAI-C-B, 1F8A-C-B, 2PV3-C-A, 2PV3-C-B, 2PV2-E-A, 2PV2-E-B, 2PV2-E-C, 2PV2-F-C, 2PV2-F-D, 2MS4-B-A, 2PV1-B-A, 3LUO-B-A, 3PA7-D-A, 3T1U-B-A, 3K16-B-A, 3ICI-C-A, 3HDS-E-A, 3HDS-F-B, 3HDS-F-C, 3HDS-E-D, 3WGX-C-A, 3WGX-D-B, 4OZ6-B-A, 5NJX-B-A, 5UY9-B-A, 5YBA-B-A, 5YBA-D-C, 5MGX-C-E, 5MGX-A-F, 5MGX-B-G, 5MGX-D-H, 5KGN-C-A, 5KGN-C-B, 5KGN-D-B, 6I42-B-A, 7OXJ-D-A, 7ABT-B-A, 7OXH-B-A, 7KNF-C-A, 7KNF-D-B, 7UXJ-E-A, 7UXJ-F-A, 7UXJ-F-B, 7UXJ-G-B, 7UXJ-F-C, 7UXJ-G-C, 7UXJ-H-D, 7OXI-B-A, 7OXI-C-A, 7UXN-B-A, 7UXM-D-A, 7UXM-F-A, 7UXM-E-B, 7UXM-F-C, 7ETV-B-A, 7OXK-B-A, 7OXK-C-A, 7OXG-C-A, 7OXG-D-B, 7ETT-B-A, 7ETU-B-A, 7KNG-C-A, 7KNG-D-B, 8GQA-B-A, 8ITG-B-A, 8HZ8-C-A, 8SG2-B-A, 9BT6-a-A, 9BT6-f-A, 9BT6-b-B, 9BT6-c-C, 9BT6-g-C, 9BT6-d-D, 9BT6-e-E, 9BT6-a-F, 9BT6-f-F, 9BT6-c-G, 9BT6-d-G, 9BT6-g-G, 9BT6-h-H, 9BT7-C-A, 9BT7-D-A, 9BT7-C-B, 9BT7-D-B, 9BT3-a-A, 9BT3-g-A, 9BT3-b-B, 9BT3-f-B, 9BT3-c-C, 9BT3-d-D, 9BT3-e-E, 9BT3-b-F, 9BT3-f-F, 9BT3-a-G, 9BT3-g-G, 9BT3-h-H
ISOMERASE, CHAPERONE	28	4ODP-B-A, 4ODL-D-A, 4ODL-F-A, 4ODL-C-B, 4ODL-E-B, 4ODK-B-A, 4ODK-C-A, 4ODQ-B-A, 4ODM-E-A, 4ODM-F-A, 4ODM-G-A, 4ODM-H-A, 4ODM-M-A, 4ODM-F-B, 4ODM-G-B, 4ODM-H-B, 4ODM-K-B, 4ODM-M-B, 4ODM-I-C, 4ODM-J-C, 4ODM-K-C, 4ODM-L-C, 4ODM-G-D, 4ODM-I-D, 4ODM-J-D, 4ODM-K-D, 4ODM-L-D, 4ODN-B-A
ISOMERASE/ ISOMERASE SUBSTRATE	5	1VBS-B-A, 1RMH-C-A, 1RMH-D-A, 1RMH-C-B, 1RMH-D-B
ISOMERASE/ANTIBIOTIC/DNA	2	7UGW-E-A, 7UGW-E-B
ISOMERASE/CHAPERONE	3	1QZ2-G-A, 1QZ2-H-B, 3UAI-B-A
ISOMERASE/ISOMERASE INHIBITOR	19	1LOP-B-A, 1VDN-B-A, 1V9T-C-B, 2IXP-F-A, 2IXP-G-A, 2IXP-H-B, 2IXP-I-B, 2IXP-F-C, 2IXP-G-C, 2IXP-H-D, 2IXP-I-D, 4TMA-I-A, 4TMA-I-B, 4TMA-I-F, 4TMA-I-G, 4TMA-L-G, 4TMA-L-H, 4TMA-I-J, 4TMA-L-J
ISOMERASE/ISOMERASE SUBSTRATE	8	1VBT-C-A, 1VBT-D-A, 1VBT-C-B, 1VBT-D-B, 1ZKF-C-A, 1ZKF-D-A, 1ZKF-C-B, 1ZKF-D-B
ISOMERASE/Inhibitor	5	7TL7-a-A, 7TL7-b-B, 7TL7-c-C, 7TL7-d-D, 7TL8-B-A
ISOMERASE/METAL BINDING PROTEIN	1	5CRW-B-A
ISOMERASE/PROTEIN BINDING	1	3U28-B-A
ISOMERASE/SUBSTRATE	2	4ITZ-C-A, 4ITZ-C-B
ISOMERASE/VIRAL PROTEIN	2	1FGL-B-A, 4DGB-B-A
Immune System/Viral Protein	20	4NQV-M-A, 4NQV-N-C, 4NQV-O-E, 4NQV-P-E, 4NQV-P-G, 4NQV-Q-I, 4NQV-O-K, 4NQV-R-K, 4NQX-M-A, 4NQX-N-C, 4NQX-O-E, 4NQX-P-E, 4NQX-P-G, 4NQX-Q-I, 4NQX-O-K, 4NQX-R-K, 4HPY-P-H, 4HPY-P-L, 4HPO-P-H, 4HPO-P-L
Immune system/INHIBITOR	1	1CFA-B-A
Immune system/agonist	18	3TBY-C-A, 3TBY-F-D, 3TBY-I-G, 3TBY-L-J, 3TBT-C-A, 3TBT-F-D, 3TBT-I-G, 3TBT-L-J, 3TBS-C-A, 3TBS-F-D, 3TBV-I-A, 3TBV-J-C, 3TBV-K-E, 3TBV-L-G, 3TBW-I-A, 3TBW-J-C, 3TBW-K-E, 3TBW-L-G
Immune system/hydrolase inhibitor	2	2QKI-G-A, 2QKI-H-D
Immune system/peptide	1	4NSK-C-A
Immune system/transcription	12	5IRO-B-A, 5IRO-F-D, 5IRO-B-E, 5IRO-F-E, 5IRO-B-H, 5IRO-J-I, 5IRO-N-M, 5IRO-R-Q, 5IRO-V-Q, 5IRO-V-T, 5IRO-V-U, 5IRO-R-X
Immune system/viral protein	2	2QHR-P-H, 2QHR-P-L
KINASE INHIBITOR/PEPTIDE	4	1QJB-Q-A, 1QJB-S-B, 1QJA-R-A, 1QJA-Q-B
LECTIN	87	1LOD-B-A, 1LOD-D-A, 1LOD-B-C, 1LOD-D-C, 1LOD-H-C, 1LOD-F-E, 1LOD-H-E, 1LOD-D-G, 1LOD-F-G, 1LOD-H-G, 1RIN-B-A, 1RIN-D-A, 1RIN-B-C, 1RIN-D-C, 1LGC-D-A, 1LGC-F-A, 1LGC-D-B, 1LGC-D-C, 1LGC-F-C, 1LGC-J-E, 1LGC-F-E, 1JOT-B-A, 1LOG-B-A, 1LOG-B-C, 1LOG-B-D, 1LEM-B-A, 1LES-B-A, 1LES-D-A, 1LES-B-C, 1LES-D-C, 1OFS-B-A, 1OFS-D-A, 1OFS-B-C, 1OFS-D-C, 1LOB-B-A, 1LOB-D-A, 1LOB-B-C, 1LOB-D-C, 1LOB-H-C, 1LOB-F-E, 1LOB-H-E, 1LOB-D-G, 1LOB-F-G, 1LOB-H-G, 1LOF-B-A, 1LOF-B-C, 1LOF-B-D, 1LOE-B-A, 1LOE-D-A, 1LOE-B-C, 1LOE-D-C, 1JAC-B-A, 1JAC-D-A, 1JAC-F-A, 1JAC-B-C, 1JAC-D-C, 1JAC-B-E, 1JAC-F-E, 1JAC-H-E, 1JAC-F-G, 1JAC-H-G, 1LEN-B-A, 1LEN-D-A, 1LEN-B-C, 1LEN-D-C, 1LOA-B-A, 1LOA-D-A, 1LOA-B-C, 1LOA-D-C, 1LOA-H-C, 1LOA-F-E, 1LOA-H-E, 1LOA-D-G, 1LOA-F-G, 1LOA-H-G, 2LAL-B-A, 2LAL-D-A, 2LAL-B-C, 2LAL-D-C, 2LTN-B-A, 2LTN-D-A, 2LTN-B-C, 2LTN-D-C, 2B7Y-B-A, 2B7Y-D-A, 2B7Y-B-C, 2B7Y-D-C
LECTIN BINDING	1	1HQW-B-A
LECTIN(AGGLUTININ)	4	2CWG-D-A, 2CWG-E-A, 2CWG-D-B, 2CWG-E-B
LIGAND BINDING PROTEIN	1	2JND-B-A
LIGASE	507	1LDK-E-A, 1LDK-E-D, 1FBV-B-A, 1FS1-A-B, 1FS1-C-D, 1T4F-P-M, 2A25-B-A, 2OOB-A-B, 2AN6-E-A, 2AN6-H-A, 2AN6-F-B, 2AN6-F-C, 2AN6-G-C, 2AN6-H-D, 2FLU-P-X, 2N9P-A-C, 2YBF-B-A, 2VSL-B-A, 2LXP-B-A, 2GV2-B-A, 2PIE-F-A, 2P4R-T-A, 3W1B-B-A, 3W1S-B-A, 3EQS-B-A, 3FSH-C-A, 3FSH-C-B, 3SOU-D-A, 3SOU-E-B, 3H8K-B-A, 3IVV-D-A, 3IVQ-C-A, 3IVQ-D-B, 3BUM-A-B, 3JZR-P-A, 3W1G-B-A, 3NY3-B-A, 3IUX-B-A, 3IUX-D-A, 3IUX-B-C, 3IUX-D-C, 3HQH-M-A, 3T7G-D-A, 3T7G-C-A, 3T7G-D-B, 3T7G-C-B, 3ZNI-B-A, 3ZNI-F-E, 3ZNI-J-I, 3ZNI-B-K, 3ZNI-N-M, 3JZS-P-A, 3SOW-C-A, 3SOW-D-B, 4H2T-C-A, 4XIB-C-A, 4H2V-C-A, 4P0A-B-A, 4P0A-D-C, 4GY5-E-A, 4GY5-F-B, 4XI7-C-A, 4HFZ-B-A, 4HFZ-D-A, 4HFZ-D-C, 4C5A-C-A, 4X3G-C-A, 4X3G-D-B, 4OYK-C-A, 4OYK-D-B, 4H2S-C-A, 4H2U-C-A, 4ROJ-D-A, 4ROJ-E-B, 4ROJ-D-C, 4ROJ-F-C, 4P0B-B-A, 4P0B-D-C, 5HKZ-B-A, 5IG9-I-A, 5IG9-J-A, 5IG9-I-B, 5IG9-J-B, 5IG9-K-C, 5IG9-L-C, 5IG9-K-D, 5IG9-L-D, 5IG9-P-E, 5IG9-M-E, 5IG9-N-F, 5IG9-O-F, 5IG9-N-G, 5IG9-O-G, 5IG9-P-H, 5IG9-M-H, 5AFG-B-A, 5N4W-V-A, 5N4W-V-C, 5TDC-B-A, 5TDC-D-C, 5OX2-P-A, 5TDD-B-A, 5HL0-B-A, 5O76-B-A, 5O76-B-C, 5O76-D-C, 5CQ2-B-A, 5CQ2-C-A, 5TDA-B-A, 5WZZ-G-A, 5WZZ-F-B, 5WZZ-E-C, 5WZZ-H-D, 5LJN-C-A, 5LJN-D-A, 5LJN-C-B, 5LJN-D-B, 5HKY-B-A, 5IAY-B-A, 6I68-B-A, 6I68-D-C, 6I68-F-C, 6I68-F-E, 6I68-H-G, 6DO5-C-A, 6DO5-D-B, 6DO4-C-A, 6DO4-D-B, 6M93-C-A, 6DSZ-C-A, 6DSZ-D-B, 6GY5-U-A, 6TTU-I-T, 6TTU-I-D, 6TTU-I-U, 6I5P-B-A, 6I5P-D-A, 6I5P-D-C, 6I5P-F-E, 6I5P-H-G, 6Y4Q-C-A, 6Y4Q-D-B, 6WNX-C-A, 6WNX-F-D, 6WNX-I-G, 6TTK-E-A, 6TTK-F-B, 6TTK-G-C, 6TTK-H-D, 6F8F-G-D, 6M92-C-A, 6GMR-H-C, 6GMR-H-V, 6ZW0-C-A, 6ZW0-D-A, 6ZW0-C-B, 6ZW0-D-B, 6SYF-E-A, 6SYF-F-A, 6SYF-J-A, 6SYF-E-B, 6SYF-G-B, 6SYF-H-B, 6SYF-K-B, 6SYF-L-B, 6SYF-I-C, 6SYF-J-C, 6SYF-F-D, 6SYF-K-D, 6SYF-L-D, 6V7O-C-A, 6V7O-D-B, 6ILD-C-A, 6ILD-C-B, 6H22-C-A, 6H22-D-A, 6H22-D-B, 6NSV-C-A, 6NSV-D-A, 6NSV-C-B, 6NSV-D-B, 6EFK-C-A, 6EFK-D-A, 6EFK-C-B, 6EFK-D-B, 6M90-C-A, 6DO3-C-A, 6DO3-D-B, 6IIW-B-A, 6F8G-E-A, 6F8G-F-A, 6F8G-G-A, 6F8G-F-B, 6F8G-G-B, 6F8G-H-B, 6F8G-F-C, 6F8G-G-C, 6F8G-F-D, 6F8G-G-D, 6I7A-B-A, 6I7A-D-C, 6I7A-F-E, 6I7A-H-G, 6AAW-B-A, 6M91-C-A, 6QU1-D-A, 6M94-C-A, 6UML-E-C, 6I41-B-A, 6GFX-D-B, 6GFX-D-C, 7T1Y-C-B, 7W36-B-A, 7WUN-X-A, 7QPB-H-A, 7QPB-I-B, 7QPB-H-C, 7QPB-I-D, 7Q51-B-A, 7DRM-E-A, 7DRM-E-B, 7DRM-F-C, 7DRM-F-D, 7KZP-W-S, 7DRO-G-A, 7DRO-H-A, 7DRO-G-B, 7DRO-H-B, 7DRO-I-C, 7DRO-I-D, 7DRO-J-E, 7DRO-J-F, 7T1Z-C-B, 7WUL-X-A, 7ZBW-R-C, 7NUS-D-A, 7NUS-D-B, 7NUS-E-B, 7NUS-E-C, 7NUS-F-C, 7UY2-C-A, 7UY2-D-B, 7QQY-B-A, 7WAE-L-A, 7WAE-M-A, 7WAE-J-B, 7WAE-K-B, 7WAE-L-C, 7WAE-M-C, 7WAE-J-D, 7WAE-K-D, 7MLA-B-A, 7AM6-P-C, 7U8F-C-A, 7U8F-F-D, 7DRP-E-A, 7DRP-E-B, 7DRP-F-C, 7DRP-F-D, 7LPS-C-B, 7LPS-F-E, 7LPS-I-H, 7LPS-L-K, 7AM7-P-C, 7KZQ-W-S, 7DRN-E-A, 7DRN-E-B, 7DRN-F-C, 7DRN-F-D, 7Q50-B-A, 7SHL-R-A, 7JYA-D-A, 7JYA-F-A, 7JYA-D-B, 7JYA-E-B, 7JYA-E-C, 7JYA-F-C, 7KZR-W-S, 7WAF-I-A, 7WAF-J-A, 7WAF-K-B, 7WAF-L-B, 7WAF-I-C, 7WAF-J-C, 7WAF-K-D, 7WAF-L-D, 7WUM-X-A, 7OVC-B-A, 7MGV-V-A, 7MGV-U-A, 7MGV-T-A, 7MGV-V-B, 7MGV-U-B, 7MGV-T-B, 7QYR-K-A, 7QYR-L-B, 7QYR-T-B, 7QYR-M-C, 7QYR-N-D, 7QYR-O-E, 7QYR-P-F, 7QYR-Q-G, 7UYK-D-A, 7UYK-C-A, 7UYK-D-B, 7UYK-C-B, 7AD0-H-A, 7AD0-K-A, 7AD0-M-A, 7AD0-H-B, 7AD0-I-B, 7AD0-H-C, 7AD0-J-C, 7AD0-K-D, 7AD0-L-E, 7AD0-H-F, 7AD0-M-F, 7B5M-P-H, 7B5M-P-T, 7B5M-P-K, 7B5M-P-U, 7UYJ-C-A, 7UYJ-D-A, 7UYJ-C-B, 7UYJ-D-B, 8EI5-E-A, 8EI5-F-B, 8EI5-G-C, 8EI5-H-D, 8OIO-F-A, 8OIO-E-A, 8OIO-F-B, 8OIO-G-C, 8OIO-H-D, 8K9I-R-C, 8GCK-E-B, 8GCK-C-B, 8GCK-E-A, 8GCK-C-A, 8I0H-F-A, 8I0H-G-A, 8I0H-H-A, 8OR4-B-A, 8OR4-B-C, 8OR4-H-E, 8OR4-H-G, 8RQC-B-A, 8RQC-E-A, 8RQC-E-D, 8EBM-C-A, 8EBM-D-B, 8T0S-B-A, 8EIC-C-A, 8EIC-C-B, 8WQE-L-D, 8WQE-K-B, 8EI0-B-A, 8EI8-B-A, 8CDJ-R-C, 8D80-C-B, 8T9A-C-B, 8C07-J-B, 8C07-J-I, 8EI2-C-A, 8Q1R-E-A, 8SUV-F-A, 8SUV-G-A, 8SUV-F-B, 8SUV-G-B, 8SUV-H-C, 8SUV-I-D, 8HZ4-E-A, 8HZ4-F-A, 8HZ4-H-A, 8HZ4-E-B, 8HZ4-F-B, 8HZ4-G-B, 8TZX-C-A, 8TZX-F-D, 8Q7E-C-A, 8Q7E-G-E, 8Q7E-K-I, 8UBU-B-A, 8UBU-I-H, 8EIB-C-A, 8EIB-C-B, 8JE1-R-A, 8JE1-R-F, 8JE1-G-H, 8C06-F-A, 8C06-F-B, 8C06-G-B, 8C06-G-D, 8C06-F-E, 8C06-G-E, 8WQH-G-D, 8WQH-L-H, 8T42-N-A, 8T42-N-B, 8RBH-C-A, 8RBH-D-B, 8EI3-G-C, 8TL6-E-A, 8TL6-E-B, 8HEO-G-B, 8FYU-E-B, 8FYU-C-B, 8FYU-E-A, 8FYU-C-A, 8EI6-C-A, 8EI6-D-A, 8EI6-C-B, 8EI6-D-B, 8WQF-K-J, 8ZTZ-E-C, 8WKD-C-A, 8EI1-E-A, 8EI1-F-B, 8EI1-G-C, 8EI1-H-D, 8AJM-C-B, 8EHZ-C-A, 8EHZ-D-B, 8EI9-C-A, 8EI9-C-B, 8G4Y-B-A, 8WQB-K-J, 8EI7-C-A, 8EI7-C-B, 8JE2-H-D, 8WQA-L-D, 8WQA-K-B, 8TAU-E-I, 8TAU-W-K, 8TAU-B-L, 8TAU-E-N, 8TAU-B-R, 8TAU-G-S, 8QFD-l-X, 8QFD-l-Y, 8QFD-l-g, 8QFD-l-j, 8EBL-D-A, 8EBL-C-A, 8EBL-D-B, 8Q1Q-D-A, 8D7Z-C-B, 8G46-E-A, 8EIA-C-A, 8EIA-C-B, 8Q7R-F-H, 8Q7R-F-U, 8Q7R-F-C, 8EI4-B-A, 9I6A-B-A, 9QWZ-D-B, 9I68-B-A, 9HGG-B-A, 9KBD-R-A, 9J64-J-A, 9J64-J-I, 9DJT-C-A, 9DJT-F-D, 9QX0-C-A, 9QX0-D-B, 9D8P-D-A, 9HFW-B-A, 9QWU-C-A, 9QWU-D-B, 9HGH-B-A, 9I8V-B-C, 9I8V-B-D, 9I8V-B-E, 9I8V-B-F, 9DJX-C-A, 9DJX-F-D, 9IZ2-C-A, 9IZ2-C-B, 9HFU-D-A, 9HFU-C-B, 9NWE-E-A, 9NWE-F-B, 9HFV-B-A, 9GFK-J-A, 9GFK-F-A, 9GFK-G-A, 9GFK-H-A, 9GFK-J-B, 9GFK-F-B, 9GFK-G-B, 9GFK-H-B, 9GFK-J-C, 9GFK-F-C, 9GFK-H-C, 9GFK-J-D, 9GFK-F-D, 9GFK-G-D, 9UPZ-D-A, 9QWS-C-A, 9QWS-D-B, 9DYA-B-A, 9MUX-D-A, 9Q8Y-G-D, 9I69-B-A, 9DYB-B-A, 9QT9-C-A, 9QT9-D-B
LIGASE, CELL CYCLE	2	1NEX-E-B, 1NEX-F-D
LIGASE,SIGNALING PROTEIN,IMMUNE SYSTEM	1	1YVH-B-A
LIGASE/CHAPERONE	1	3Q49-C-B
LIGASE/DNA	3	7KZT-W-S, 7KZS-W-S, 7KZV-W-S
LIGASE/DNA BINDING PROTEIN	5	2LGK-B-A, 2LGG-B-A, 3ASK-P-A, 3ASK-Q-B, 3ASL-B-A
LIGASE/DNA-BINDING PROTEIN/DNA	3	4A0K-B-A, 4A0L-F-E, 4A0L-I-H
LIGASE/HYDROLASE	2	4HTP-C-A, 4HTP-E-B
