SPLICING/IMMUNE SYSTEM	4	8YOR-E-A, 8YOR-E-B, 8YOR-F-C, 8YOR-F-D
SPLICING/RNA	11	7C06-Z-M, 7C06-T-S, 7C06-Z-Y, 7C07-Z-M, 7C07-T-S, 7C07-Z-Y, 7C08-E-D, 7C08-Z-M, 7C08-E-P, 7C08-T-S, 7C08-Z-Y
SPLICING/SIGNALING PROTEIN	1	2ROL-B-A
STEROID BINDING PROTEIN/TRANSCRIPTION	5	3UP3-P-A, 3UP0-P-A, 3UP0-Q-A, 3UP0-P-B, 3UP0-Q-B
STRUCTURAL GENOMICS	1	1MTP-B-A
STRUCTURAL GENOMICS, UNKNOWN FUNCTION	7	3C9Q-L-A, 3BHP-B-A, 3BHP-B-C, 3BS4-B-A, 5KKO-F-B, 5KKO-F-C, 5KKO-F-D
STRUCTURAL PROTEIN	1128	1EG4-P-A, 1H8B-B-A, 1MK9-A-B, 1MK9-C-B, 1MK9-A-D, 1MK9-C-D, 1MK9-E-F, 1MK9-G-F, 1MK9-E-H, 1MK9-G-H, 1QC6-C-A, 1QC6-D-B, 1Q3L-P-A, 1YBO-C-A, 1YBO-D-B, 1SGH-B-A, 1MIZ-A-B, 1PDQ-B-A, 1ZAW-U-A, 1ZAW-V-A, 1ZAW-W-A, 1ZAW-X-A, 1ZAW-Y-A, 1ZAW-Z-A, 1OZS-B-A, 1ZAV-U-A, 1ZAV-V-A, 1ZAV-W-A, 1ZAV-X-A, 1ZAV-Y-A, 1ZAV-Z-A, 1MK7-A-B, 1MK7-C-B, 1MK7-A-D, 1MK7-C-D, 1NPQ-B-A, 1KNA-P-A, 1ZAX-U-A, 1ZAX-V-A, 1ZAX-W-A, 1ZAX-X-A, 1ZAX-Y-A, 1ZAX-Z-A, 1EES-B-A, 1MWN-X-A, 1MWN-Y-B, 1KNE-P-A, 2PG1-I-A, 2PG1-L-A, 2PG1-I-B, 2PG1-L-B, 2PG1-J-C, 2PG1-K-C, 2PG1-J-D, 2PG1-K-D, 2PG1-J-E, 2PG1-K-E, 2PG1-L-E, 2PG1-I-F, 2PG1-K-F, 2PG1-L-F, 2PG1-I-G, 2PG1-K-G, 2PG1-L-G, 2PG1-J-H, 2PG1-K-H, 2PG1-L-H, 2A4J-B-A, 2KRD-I-C, 2RPN-B-A, 2BRQ-C-A, 2BRQ-D-A, 2BRQ-C-B, 2BRQ-D-B, 2F31-B-A, 2HL3-C-A, 2HL3-C-B, 2A40-C-A, 2A40-F-D, 2H7E-B-A, 2PAV-V-A, 2PAV-V-P, 2A3Z-C-A, 2K00-B-A, 2JMA-B-A, 2A41-C-A, 2A41-C-B, 2K9U-B-A, 2G35-B-A, 2FTS-P-A, 2VCP-D-A, 2VCP-E-B, 2D1K-C-A, 2D1K-C-B, 2PBD-V-A, 2PBD-V-P, 2ACM-B-A, 2H7D-B-A, 2BP3-T-A, 2BP3-S-B, 2BP3-T-B, 2E4H-B-A, 3GJO-E-A, 3GJO-F-A, 3GJO-E-B, 3GJO-F-B, 3GJO-H-B, 3GJO-E-C, 3GJO-G-C, 3GJO-H-C, 3GJO-G-D, 3GJO-H-D, 3CHW-V-A, 3CHW-V-P, 3M3N-W-A, 3M3N-W-B, 3RDV-E-A, 3RDV-F-B, 3RDV-G-B, 3RDV-E-C, 3RDV-G-C, 3RDV-H-D, 3ISW-C-A, 3ISW-C-B, 3CH8-P-A, 3THK-C-A, 3THK-D-A, 3THK-C-B, 3THK-D-B, 3RSE-Z-A, 4CC7-B-A, 4CC7-D-A, 4CC7-D-C, 4CC7-F-C, 4CC7-L-C, 4CC7-N-C, 4CC7-F-E, 4CC7-H-E, 4CC7-H-G, 4CC7-J-G, 4CC7-J-I, 4CC7-D-K, 4CC7-L-K, 4CC7-F-M, 4CC7-N-M, 4B1U-M-B, 4B1Y-M-B, 4MGX-B-A, 4B45-B-A, 4QQI-X-A, 4B1V-M-A, 4B1V-N-B, 4CC2-B-A, 4CC2-D-A, 4CC2-B-C, 4CC2-D-C, 4B1W-M-B, 4ZBJ-D-B, 4ZBJ-D-C, 4YV4-A-B, 4YV4-A-C, 4YV4-F-C, 4YV4-A-D, 4YV4-F-D, 4YV4-F-E, 4YV4-F-G, 4YV4-F-H, 4DXR-B-A, 4B1X-M-B, 4DXS-B-A, 4LG6-B-A, 4CC3-B-A, 4CC3-D-A, 4CC3-D-C, 4CC3-F-C, 4CC3-F-E, 4CC3-H-E, 4CC3-H-G, 5CVA-E-A, 5CVA-E-B, 5CVA-E-C, 5CVA-E-D, 5CVA-E-F, 5H1X-A-B, 5H1X-C-B, 5ADX-a-A, 5ADX-c-B, 5ADX-a-C, 5ADX-c-D, 5ADX-a-E, 5ADX-d-F, 5ADX-a-N, 5ADX-c-R, 5VWK-E-A, 5VWK-F-A, 5VWK-G-A, 5VWK-H-A, 5VWK-E-B, 5VWK-F-B, 5VWK-G-B, 5VWK-H-B, 5VWK-E-C, 5VWK-F-C, 5VWK-G-C, 5VWK-H-C, 5VWK-E-D, 5VWK-F-D, 5VWK-G-D, 5VWK-H-D, 5LY3-B-A, 5CX2-B-A, 5CX2-D-A, 5CX2-B-C, 5CX2-D-C, 5BTV-P-A, 5LHZ-D-A, 5LHZ-E-B, 5LHZ-F-B, 5LHZ-E-C, 5LHZ-F-C, 5ITZ-D-A, 5ITZ-D-B, 5ZZ8-u-q, 5ZZ8-t-r, 5ZZ8-u-r, 5ZZ8-t-s, 5ZZ8-u-s, 5VWI-C-A, 5VWI-D-B, 5NL1-H-A, 5NL1-J-A, 5NL1-K-A, 5NL1-I-B, 5NL1-J-B, 5NL1-K-B, 5NL1-H-C, 5NL1-J-C, 5NL1-I-D, 5NL1-K-D, 5NL1-H-E, 5NL1-L-E, 5NL1-G-F, 5NL1-I-F, 5IZ2-Z-B, 5FZT-B-A, 5LUP-J-D, 5LUP-J-E, 5LUP-L-E, 5LUP-K-F, 5LUP-L-F, 5LUP-J-G, 5LUP-L-G, 5LUP-J-H, 5LUP-K-H, 5LUP-L-H, 5LUP-J-I, 5OV3-C-A, 5OV3-C-B, 6WMD-B-A, 6GVK-B-A, 6FAV-B-A, 6FAV-D-C, 6IAW-D-A, 6IAW-D-C, 6IAW-D-I, 6IAW-D-N, 6IAW-D-Q, 6RK1-B-A, 6GNY-B-A, 6GNY-D-A, 6GNY-B-C, 6GNY-D-C, 6GNX-B-A, 6GNX-D-A, 6GNX-B-C, 6GNX-D-C, 6ADZ-A-B, 6ADZ-C-B, 6ADZ-D-B, 6FAW-B-A, 6FAW-D-C, 6KWN-C-A, 6YGJ-B-A, 6YGJ-I-F, 6Y9Q-D-B, 6FBW-B-A, 6FBW-D-C, 6Y9N-B-A, 6Y38-C-A, 6Y38-D-A, 6Y38-C-B, 6Y38-D-B, 6IAC-L-A, 6D8C-N-H, 6D8C-O-H, 6D8C-P-H, 6D8C-O-J, 6D8C-N-K, 6D8C-P-K, 6D8C-O-L, 6D8C-P-L, 6D8C-N-M, 6WMF-B-A, 6L35-I-A, 6L35-J-A, 6L35-I-B, 6L35-J-B, 6L35-M-B, 6L35-J-F, 6L35-I-H, 6L35-I-L, 6L35-J-2, 6L35-J-5, 6KMH-C-A, 6KMH-C-B, 6GVL-B-A, 6C1D-F-B, 6C1D-F-C, 6C1D-F-D, 6R2I-B-A, 6KWO-C-A, 6KWL-C-A, 6SIG-C-B, 6SIG-A-D, 6YQF-D-A, 6YQF-D-B, 6YQF-D-C, 6R16-H-A, 6R16-I-A, 6R16-J-A, 6R16-K-A, 6R16-I-B, 6R16-J-B, 6R16-L-B, 6R16-G-C, 6R16-H-C, 6R16-J-C, 6R16-I-D, 6R16-K-D, 6R16-L-D, 6R16-G-E, 6R16-H-E, 6R16-K-E, 6R16-G-F, 6R16-J-F, 6R16-L-F, 6WME-B-A, 6HSN-D-A, 6U96-F-A, 6U96-H-A, 6U96-I-A, 6U96-F-B, 6U96-G-B, 6U96-H-B, 6U96-H-C, 6U96-I-C, 6U96-J-C, 6U96-F-D, 6U96-G-D, 6U96-I-E, 6U96-J-E, 6ICR-A-B, 6ICR-C-B, 6ICR-A-D, 6ICR-C-D, 6CVJ-D-A, 6CVJ-D-C, 6R15-B-A, 6KWK-C-A, 6FAU-B-A, 6FAU-D-C, 6W17-M-A, 6W17-M-B, 6W17-N-B, 6W17-M-I, 6W17-N-I, 6W17-O-I, 6W17-N-J, 6W17-O-J, 6W17-P-J, 6W17-O-K, 6W17-P-K, 6W17-Q-K, 6W17-P-L, 6W17-Q-L, 6VIL-I-A, 6VIL-J-A, 6VIL-J-B, 6VIL-I-D, 6VIL-I-E, 6VIL-L-E, 6VIL-J-G, 6VIL-M-G, 6VIL-I-C, 6HSO-D-A, 6HSO-I-A, 6BSB-B-A, 6Y9P-C-A, 6Y9P-H-A, 6Y9P-J-A, 6Y9P-C-B, 6Y9P-D-B, 6Y9P-F-E, 6Y9P-H-G, 6Y9P-L-G, 6Y9P-C-I, 6Y9P-J-I, 6Y9P-H-K, 6Y9P-L-K, 6CVN-D-A, 6CVN-D-B, 6CVN-D-C, 6IAT-G-A, 6IAT-G-D, 6IAT-G-E, 6IAT-G-F, 6SPZ-P-A, 6SPZ-Q-A, 6FBY-B-A, 6FBY-D-C, 6MS1-C-A, 6MS1-D-A, 6MS1-C-B, 6IB1-G-D, 6IB1-G-A, 6IB1-G-E, 6IB1-G-F, 6X0V-E-F, 6X0V-H-F, 6FI4-B-A, 6KYU-C-A, 6SIF-G-A, 6SIF-G-B, 6SIF-G-D, 6ICJ-B-A, 6FI5-B-A, 6BSC-B-A, 6ADO-A-C, 6ADO-B-C, 6ADO-D-C, 6Y9O-C-A, 6LF8-C-A, 6LF9-F-D, 6LF9-C-A, 6LF9-I-G, 6LF9-L-J, 6K68-E-A, 6K68-H-A, 6K68-H-B, 6K68-E-C, 6K68-H-C, 6K68-E-D, 6K68-I-F, 6K68-I-G, 6K68-L-J, 6K68-L-K, 7VAB-P-R, 7PDZ-S-I, 7PDZ-R-J, 7PDZ-S-J, 7PDZ-Q-K, 7PDZ-R-K, 7PDZ-S-K, 7PDZ-Q-L, 7PDZ-R-L, 7PDZ-P-L, 7PDZ-Q-N, 7PDZ-T-N, 7PDZ-P-N, 7PDZ-T-O, 7PDZ-P-O, 7Z8I-r-L, 7Z8I-j-X, 7Z8I-r-X, 7Z8I-j-f, 7Z8I-r-n, 7Z8I-j-x, 7Z8I-r-x, 7A8T-B-A, 7YJ4-A-R, 7YJ4-B-R, 7F8W-C-B, 7F8W-C-D, 7F8W-E-R, 7YQ4-B-E, 7YQ4-B-F, 7YQ4-A-F, 7WBJ-L-R, 7QY7-e-V, 7QY7-e-Y, 7Z8Y-D-A, 7Z8Y-E-A, 7Z8Y-D-B, 7Z8Y-E-B, 7Z8Y-E-C, 7JTS-E-a, 7JTS-E-b, 7JTS-F-c, 7JTS-F-d, 7JTS-E-e, 7JTS-E-f, 7JTS-F-s, 7WB4-O-A, 7WB4-O-M, 7V9M-P-R, 7FIM-P-R, 7YQ3-A-E, 7YQ3-B-E, 7YQ3-A-F, 7YQ3-B-F, 7YQ5-A-F, 7YQ5-B-F, 7YQ5-B-E, 7QYA-e-V, 7QYA-e-Y, 7QXP-e-V, 7QXP-e-Y, 7SQS-E-A, 7SQS-D-A, 7SQS-C-A, 7SQS-B-A, 7CK6-E-A, 7CK6-H-A, 7CK6-J-A, 7CK6-F-B, 7CK6-G-B, 7CK6-I-B, 7RXQ-B-A, 7R5I-E-A, 7R5I-E-B, 7WIC-L-R, 7QXU-e-V, 7QXU-e-Y, 7OY8-E-H, 7OY8-F-H, 7OY8-G-H, 7OY8-J-H, 7OY8-N-H, 7OY8-Q-H, 7OY8-S-H, 7OY8-m-H, 7OY8-A-L, 7OY8-J-L, 7OY8-N-L, 7OY8-R-L, 7OY8-X-L, 7OY8-Z-L, 7OY8-2-M, 7OY8-4-M, 7OY8-6-M, 7OY8-7-M, 7OY8-8-M, 7OY8-9-M, 7OY8-D-M, 7OY8-E-M, 7OY8-J-M, 7OY8-N-M, 7OY8-Z-M, 7Y1F-F-R, 7Z8J-r-X, 7Z8J-r-x, 7XW9-L-R, 7UZU-W-A, 7VQX-L-R, 7VBI-P-R, 7A8U-B-A, 7Y27-C-E, 7QXN-e-V, 7QXN-e-Y, 7VBH-P-R, 7JTK-M-E, 7JTK-U-E, 7JTK-M-F, 7JTK-N-F, 7JTK-s-F, 7JTK-u-F, 7JTK-v-F, 7JTK-N-V, 7JTK-s-V, 7JTK-v-W, 7JTK-M-X, 7JTK-U-X, 7JTK-s-X, 7JTK-U-a, 7JTK-s-a, 7JTK-U-b, 7JTK-s-b, 7JTK-s-c, 7JTK-s-d, 7JTK-v-k, 7JTK-u-z, 7ZW4-B-A, 7SQV-C-A, 7SQV-B-A, 7SQV-D-A, 7V35-C-B, 7V35-P-R, 7ACW-B-A, 7ACW-D-A, 7ACW-D-C, 7QXW-e-V, 7QXW-e-Y, 7W5R-H-E, 7W5R-X-U, 7AD9-A-B, 7AD9-L-B, 7AD9-O-B, 7AD9-P-B, 7AD9-C-D, 7AD9-E-D, 7AD9-O-D, 7AD9-P-D, 7AD9-Q-D, 7AD9-L-H, 7AD9-G-H, 7AD9-P-H, 7AD9-Q-H, 7AD9-R-H, 7AD9-E-F, 7AD9-Q-F, 7AD9-R-F, 7AD9-S-F, 7AD9-G-I, 7AD9-R-I, 7AD9-S-I, 7ANK-C-A, 7ANK-C-B, 7F8X-C-A, 7QXX-e-V, 7QXX-e-Y, 7SQU-B-A, 7SQU-C-A, 7SQU-E-A, 7SQU-E-D, 7SQU-F-D, 7SQU-H-D, 7SQU-H-G, 7SQU-I-G, 7SQU-K-G, 7SQU-B-J, 7SQU-K-J, 7SQU-L-J, 7FIN-P-R, 7XMT-C-S, 7XMT-C-B, 7W91-D-B, 7W91-D-C, 7W91-D-E, 7W91-D-F, 7W91-J-H, 7W91-J-I, 7W91-D-K, 7W91-J-K, 7W91-J-L, 7AEF-u-M, 7AEF-u-N, 7AEF-t-O, 7AEF-t-P, 7AEF-v-Q, 7AEF-v-R, 7AEF-u-q, 7AEF-v-q, 7AEF-t-r, 7AEF-u-r, 7AEF-t-s, 7AEF-v-s, 7FIY-P-R, 7ACV-C-A, 7Y26-C-E, 7V19-B-C, 7V19-D-E, 7FAD-B-A, 7FAD-F-A, 7FAD-B-C, 7FAD-D-C, 7FAD-D-E, 7FAD-F-E, 7F8V-C-B, 7F8V-E-R, 7W29-P-A, 7JU4-U-3, 7JU4-M-E, 7JU4-U-E, 7JU4-M-F, 7JU4-N-F, 7JU4-N-V, 7JU4-U-a, 7JU4-U-b, 7JU4-M-n, 7JU4-U-n, 7QYB-e-V, 7QYB-e-Y, 7D6F-B-A, 7RSW-C-B, 7SQR-B-A, 7SQR-C-A, 7SQR-E-D, 7SQR-F-D, 7SQR-H-G, 7SQR-I-G, 7SQR-K-J, 7SQR-L-J, 7ZZQ-U-A, 7ZZQ-V-A, 7ZZQ-V-B, 7ZZQ-W-B, 7ZZQ-X-B, 7ZZQ-X-C, 7ZZQ-Y-C, 7ZZQ-U-D, 7ZZQ-Y-D, 7ZZQ-Q-E, 7ZZQ-R-E, 7ZZQ-R-F, 7ZZQ-T-F, 7ZZQ-S-G, 7ZZQ-T-G, 7ZZQ-Q-H, 7ZZQ-S-H, 7ZZQ-S-I, 7ZZQ-T-I, 7ZZQ-R-J, 7ZZQ-T-J, 7ZZQ-Q-K, 7ZZQ-R-K, 7ZZQ-Q-L, 7ZZQ-S-L, 7ZZQ-Z-M, 7ZZQ-d-M, 7ZZQ-b-N, 7ZZQ-c-N, 7ZZQ-d-N, 7ZZQ-a-O, 7ZZQ-b-O, 7ZZQ-Z-P, 7ZZQ-a-P, 7Y24-C-E, 7TBH-a-A, 7TBH-b-B, 7TBH-c-C, 7TBH-d-D, 7TBH-e-E, 7TBH-f-F, 7TBH-g-G, 7TBH-h-H, 7TBH-i-I, 7TBH-j-J, 7TBH-k-K, 7TBH-l-L, 7TBH-m-M, 7TBH-n-N, 7TBH-o-O, 7TBH-p-P, 7TBH-q-Q, 7TBH-r-R, 7TBH-s-S, 7TBH-t-T, 7TBH-u-U, 7TBH-v-V, 7TBH-w-W, 7TBH-x-X, 7Y0I-B-A, 7DTY-P-R, 7Z8M-X-V, 7Z8M-M-I, 7V0M-W-A, 7W28-P-A, 8AFE-G-B, 8AFE-G-I, 8AFE-H-I, 8AFE-G-J, 8AFE-H-J, 8BXS-B-A, 8ALM-P-B, 8AQ1-B-A, 8JGF-L-R, 8C0K-B-A, 8JGG-L-R, 8YT8-I-B, 8YT8-I-E, 8YT8-I-G, 8YT8-I-O, 8YT8-I-S, 8YAL-I-B, 8YAL-I-C, 8YAL-I-D, 8YAL-I-E, 8YAL-I-F, 8YAR-I-B, 8YAR-I-C, 8YAR-I-D, 8YAR-I-E, 8YAR-I-F, 8ARR-B-A, 8BZF-B-A, 8WT0-B-A, 8R0T-A-B, 8CRT-P-L, 8CRT-P-C, 8CRT-B-C, 8CRT-D-E, 8BX4-B-A, 8BZH-B-A, 8AFN-B-A, 8ALR-B-A, 8AV3-B-A, 8BXM-B-A, 8QP6-A-B, 8QP6-D-B, 8QP6-A-C, 8QP6-A-E, 8QP6-D-E, 8QP6-G-H, 8QP6-G-I, 8QP6-D-F, 8QP6-J-K, 8QP6-J-L, 8JGB-L-R, 8WFP-C-A, 8WFP-D-B, 8A6F-P-A, 8ARW-B-A, 8AXE-B-A, 8BWE-B-A, 8HJ2-G-B, 8BZW-B-A, 8ARQ-B-A, 8JIP-P-R, 8K6Q-D-B, 8K6Q-C-B, 8K6Q-D-A, 8K6Q-C-A, 8BYF-B-A, 8I3F-C-B, 8JIS-P-R, 8BX3-B-A, 8BXI-B-A, 8YW5-P-R, 8Y02-G-B, 8JIR-P-R, 8AWG-B-A, 8HR1-S-C, 8HR1-S-D, 8BYZ-B-A, 8ADG-F-A, 8QCI-A-B, 8YW3-P-R, 8VD8-B-A, 8HQY-S-C, 8HQY-S-D, 8HQY-S-E, 8HQY-S-U, 8BWX-B-A, 8ATS-P-A, 8ATR-P-A, 8Z9V-e-b, 8Z9V-e-A, 8AU2-B-A, 8Y0P-L-A, 8AQE-B-A, 8AZE-B-A, 8T9D-9-C, 8T9D-9-I, 8T9D-9-L, 8B46-D-A, 8B46-E-A, 8B46-D-B, 8B46-E-B, 8B46-F-B, 8B46-D-C, 8B46-E-C, 8B46-F-C, 8YVI-X-D, 8YVI-X-E, 8YVI-X-K, 8BZC-B-A, 8BYB-B-A, 8A65-B-A, 8BZ0-B-A, 8JIQ-C-B, 8JIQ-E-R, 8AQZ-B-A, 8AOY-B-A, 8ARX-B-A, 8BX0-B-A, 8BZ9-B-A, 8X2U-A-B, 8X2U-A-E, 8X2U-D-E, 8X2U-D-G, 8X2U-A-H, 8X2U-A-J, 8X2U-D-J, 8X2U-D-c, 8X2U-C-K, 8X2U-C-M, 8X2U-L-M, 8X2U-L-O, 8X2U-C-P, 8X2U-C-R, 8X2U-L-R, 8X2U-L-d, 8ALH-P-B, 8ALV-B-A, 8WTW-B-A, 8ZLZ-D-B, 8AQC-B-A, 8BWH-B-A, 8BYE-B-A, 8BZD-B-A, 8AR4-B-A, 8BTQ-B-A, 8AFH-Q-A, 8AFH-R-A, 8AFH-G-B, 8AFH-G-I, 8AFH-H-I, 8AFH-G-J, 8AFH-H-J, 8AFH-G-K, 8AFH-H-K, 8AFH-Q-L, 8AFH-Q-S, 8AFH-R-S, 8AFH-Q-T, 8AFH-R-T, 8AV4-B-A, 8YAJ-I-B, 8YAJ-I-C, 8YAJ-I-D, 8YAJ-I-E, 8YAJ-I-F, 8AUY-B-A, 8GUY-B-E, 8GUY-C-E, 8GUY-D-E, 8GUY-A-F, 8GUY-B-F, 8GUY-D-F, 8RX1-i-A, 8RX1-G-B, 8RX1-H-B, 8RX1-G-C, 8RX1-H-C, 8RX1-s-D, 8RX1-u-D, 8RX1-s-E, 8RX1-u-E, 8RX1-t-F, 8RX1-v-F, 8RX1-e-L, 8RX1-g-L, 8RX1-h-L, 8RX1-g-M, 8RX1-h-M, 8RX1-e-f, 8RX1-h-f, 8RX1-t-k, 8RX1-v-k, 8A68-B-A, 8ADI-F-A, 8BWZ-B-A, 8AT9-B-A, 8C04-B-A, 8ARO-B-A, 8AUS-B-A, 8BYO-B-A, 8BZB-B-A, 8CRR-B-C, 8CRR-D-E, 8AV8-B-A, 8ALT-B-A, 8BYG-B-A, 8BWJ-B-A, 8AM7-B-A, 8BZG-B-A, 8BYC-B-A, 8BXO-B-A, 8JIT-P-R, 8BY9-B-A, 8A62-B-A, 8BZA-B-A, 8C4G-B-A, 8BZT-B-A, 8AI0-B-A, 8ARY-B-A, 8ZXC-B-A, 8YW4-P-R, 8B5X-D-A, 8B5X-E-A, 8B5X-E-B, 8B5X-D-C, 8B5X-E-C, 8AS1-B-A, 8BZE-B-A, 8ALW-B-A, 8DS8-C-A, 8DS8-D-B, 8ATP-B-A, 8AXU-B-A, 8GTX-B-A, 8C4F-B-A, 8I3G-D-A, 8I3G-C-B, 8A6H-P-A, 8I4O-B-A, 8I4O-F-A, 8I4O-J-A, 8I4O-D-C, 8I4O-H-C, 8I4O-B-E, 8I4O-F-E, 8I4O-D-G, 8I4O-H-G, 8I4O-B-I, 8I4O-J-I, 8I4O-L-K, 8BXN-B-A, 8VDC-B-A, 8WZB-A-B, 8WZB-A-E, 8WZB-D-E, 8WZB-D-G, 8WZB-A-S, 8WZB-D-S, 8WZB-D-c, 8BYY-B-A, 8APS-B-A, 8PVX-H-C, 8PVX-J-C, 8PVX-J-E, 8PVX-H-A, 8PVX-F-A, 8PVX-I-D, 8PVX-I-B, 8PVX-G-B, 8AHY-P-B, 8AV7-B-A, 8C1Y-B-A, 8B39-B-A, 8ARG-B-A, 8BYD-B-A, 8C0L-B-A, 8AR5-B-A, 8ARZ-B-A, 8BXQ-B-A, 8JIU-P-R, 9BTN-L-A, 9H3D-B-D, 9H3D-C-D, 9H3D-A-E, 9H3D-B-E, 9H3D-A-F, 9H3D-C-F, 9H3D-H-J, 9H3D-I-J, 9H3D-G-K, 9H3D-H-K, 9H3D-B-L, 9H3D-G-L, 9H3D-I-L, 9EOU-P-A, 9FVL-E-A, 9FVL-F-A, 9FVL-E-B, 9FVL-F-B, 9G3Z-w-M, 9G3Z-x-M, 9F0O-L-C, 9F0O-L-D, 9F0O-K-G, 9F0O-K-H, 9QAJ-K-C, 9QAJ-N-C, 9QAJ-K-D, 9QAJ-N-D, 9QAJ-L-G, 9QAJ-M-G, 9QAJ-L-H, 9QAJ-M-H, 9FUM-F-A, 9FUM-E-B, 9G40-X-F, 9G40-u-F, 9G40-v-F, 9G40-X-G, 9G40-u-G, 9G40-v-G, 9DLX-I-A, 9DLX-H-B, 9DLX-H-C, 9GTU-A-C, 9GTU-A-B, 9QVM-x-L, 9QVM-w-L, 9QVM-x-M, 9QVM-w-M, 9DLZ-I-A, 9DLZ-H-C, 9D2F-Y-L, 9D2F-Y-M, 9D2F-Z-M, 9F0H-X-A, 9F0H-X-B, 9G3Y-o-A, 9G3Y-V-B, 9G3Y-q-B, 9G3Y-r-B, 9G3Y-V-C, 9G3Y-q-C, 9G3Y-r-C, 9G3Y-s-D, 9G3Y-t-D, 9G3Y-W-E, 9G3Y-s-E, 9G3Y-t-E, 9G3Y-X-F, 9G3Y-v-F, 9G3Y-u-F, 9G3Y-X-G, 9G3Y-v-G, 9G3Y-u-G, 9G3Y-w-L, 9G3Y-w-M, 9G3Y-x-M, 9G3Y-x-Y, 9C66-B-A, 9IZ0-F-A
STRUCTURAL PROTEIN, MOTOR PROTEIN	4	3DVP-C-A, 3DVP-D-A, 3DVP-C-B, 3DVP-D-B
STRUCTURAL PROTEIN, PROTEIN BINDING	6	2HQH-E-A, 2HQH-H-A, 2HQH-E-B, 2HQH-F-B, 2HQH-G-C, 2HQH-H-D
STRUCTURAL PROTEIN, SIGNALING PROTEIN	15	1Y19-A-B, 1Y19-C-B, 1Y19-I-B, 1Y19-A-D, 1Y19-C-D, 1Y19-E-F, 1Y19-G-F, 1Y19-E-H, 1Y19-G-H, 1Y19-I-J, 1Y19-K-J, 1Y19-I-L, 1Y19-K-L, 3IM4-C-A, 3IM4-C-B
STRUCTURAL PROTEIN/APOPTOSIS	1	6TZC-C-B
STRUCTURAL PROTEIN/CELL ADHESION	2	2KBR-B-A, 2KBS-B-A
STRUCTURAL PROTEIN/CONTRACTILE PROTEIN	7	2V52-M-B, 2FF6-H-G, 2FF6-H-A, 2FF3-C-A, 2FF3-C-B, 2V51-F-B, 2V51-E-D
STRUCTURAL PROTEIN/DE NOVO PROTEIN	1	1RGR-B-A
STRUCTURAL PROTEIN/DNA	15	1ZLA-K-G, 1ZLA-K-H, 5KGF-L-A, 5KGF-L-B, 5KGF-L-C, 5KGF-L-D, 5KGF-K-E, 5KGF-K-F, 5KGF-K-G, 5KGF-K-H, 5KGF-K-O, 5KGF-L-M, 5GTC-K-G, 5GTC-K-H, 6W6W-B-A
STRUCTURAL PROTEIN/DNA BINDING PROTEIN	3	2G9A-B-A, 2G99-D-A, 2G99-C-B
STRUCTURAL PROTEIN/DNA/TRANSFERASE	4	7TAN-K-C, 7TAN-K-D, 7TAN-L-G, 7TAN-L-H
STRUCTURAL PROTEIN/IMMUNE SYSTEM	4	8XGU-E-A, 8XGS-F-A, 9KFK-B-R, 9KFK-A-R
STRUCTURAL PROTEIN/INHIBITOR	1	6KD5-C-B
STRUCTURAL PROTEIN/PEPTIDE	6	4WYU-D-A, 4WYU-C-B, 5GMJ-D-A, 5GMJ-C-B, 5GMI-C-A, 5GMI-D-B
STRUCTURAL PROTEIN/PROTEIN BINDING	15	1SQK-B-A, 6JBK-B-A, 6JBK-H-A, 6JBK-B-C, 6JBK-D-C, 6JBK-F-C, 6JBK-D-E, 6JBK-F-E, 6JBK-H-E, 6JBK-B-G, 6JBK-H-G, 6JCU-B-A, 6JCU-D-C, 6JH9-B-A, 6JH8-B-A
STRUCTURAL PROTEIN/RNA	2	8YIH-B-A, 8YII-B-A
STRUCTURAL PROTEIN/SIGNALING PROTEIN	3	1T3E-P-A, 1T3E-P-B, 2MWN-A-B
STRUCTURAL PROTEIN/STRUCTURAL PROTEIN	4	3BFW-B-A, 3BFW-B-C, 3BFW-D-C, 3BFQ-F-G
STRUCTURAL PROTEIN/TRANSFERASE/DNA	9	8U5H-A-D, 8U5H-A-I, 8U5H-B-I, 8U5H-B-K, 8U5H-B-M, 8U5H-A-O, 8U5H-B-O, 8U5H-A-R, 8U5H-A-S
STRUCTURAL PROTEIN/TRANSPORT PROTEIN	5	4DS1-B-A, 4DS1-D-A, 4DS1-B-C, 4DS1-D-C, 4PD1-C-A
STRUCTURAL PROTEIN/VIRUS LIKE PARTICLE	10	3DKT-K-A, 3DKT-L-B, 3DKT-M-C, 3DKT-N-D, 3DKT-O-E, 3DKT-P-F, 3DKT-Q-G, 3DKT-R-H, 3DKT-S-I, 3DKT-T-J
STRUCTURAL PROTEN/IMMUNE SYSTEM	2	9KFI-B-C, 9KFI-A-C
STRUCTURAL REGULATION PROTEIN	4	1CJF-C-A, 1CJF-D-A, 1CJF-C-B, 1CJF-D-B
